pH,ionic_strength_mM,zeta_mV_predicted,V_max_kT
3.0,25.0,8.888903576860733,-0.13743102235507704
3.0677966101694913,25.0,8.888903575369811,-0.13743102235507704
3.135593220338983,25.0,8.888903568102998,-0.13743102235507704
3.2033898305084745,25.0,8.888903532684191,-0.13743102235507704
3.2711864406779663,25.0,8.888903360051222,-0.13743102235507704
3.3389830508474576,25.0,8.888902518629893,-0.13743102235507706
3.406779661016949,25.0,8.888898417502807,-0.13743102235507712
3.4745762711864407,25.0,8.888878428434628,-0.13743102235507737
3.542372881355932,25.0,8.888781001287507,-0.13743102235507865
3.610169491525424,25.0,8.88830614932987,-0.1374310223550848
3.6779661016949152,25.0,8.88599199832658,-0.13743102235511495
3.7457627118644066,25.0,8.874719843646739,-0.13743102235526156
3.8135593220338984,25.0,8.819947629863409,-0.1374310223559712
3.8813559322033897,25.0,8.55693414324051,-0.13743102235931778
3.9491525423728815,25.0,7.362200904291386,-0.13743102237324423
4.016949152542373,25.0,3.0532121830535512,-0.13743102240610683
4.084745762711864,25.0,-4.9749020651158835,-0.13743102239481025
4.152542372881356,25.0,-10.426699150819562,-0.13743102233332719
4.220338983050848,25.0,-12.121852934130935,-0.13743102230533877
4.288135593220339,25.0,-12.507103931725625,-0.1374310222983911
4.3559322033898304,25.0,-12.587898448447655,-0.13743102229690646
4.423728813559322,25.0,-12.604550415756437,-0.1374310222965993
4.491525423728813,25.0,-12.607970063966151,-0.13743102229653614
4.559322033898305,25.0,-12.608671801798463,-0.1374310222965232
4.627118644067797,25.0,-12.608815781798059,-0.13743102229652052
4.694915254237288,25.0,-12.608845322163598,-0.13743102229652002
4.762711864406779,25.0,-12.608851382919259,-0.13743102229651988
4.830508474576272,25.0,-12.608852626394421,-0.13743102229651988
4.898305084745763,25.0,-12.608852881516086,-0.13743102229651985
4.966101694915254,25.0,-12.608852933858955,-0.13743102229651985
5.033898305084746,25.0,-12.608852944598052,-0.13743102229651985
5.101694915254237,25.0,-12.608852946801372,-0.13743102229651985
5.169491525423728,25.0,-12.608852947253425,-0.13743102229651985
5.23728813559322,25.0,-12.608852947346172,-0.13743102229651985
5.305084745762712,25.0,-12.6088529473652,-0.13743102229651985
5.372881355932203,25.0,-12.608852947369105,-0.13743102229651985
5.4406779661016955,25.0,-12.608852947369906,-0.13743102229651985
5.508474576271187,25.0,-12.60885294737007,-0.13743102229651985
5.576271186440678,25.0,-12.608852947370103,-0.13743102229651985
5.6440677966101696,25.0,-12.60885294737011,-0.13743102229651985
5.711864406779661,25.0,-12.608852947370112,-0.13743102229651985
5.779661016949152,25.0,-12.608852947370112,-0.13743102229651985
5.847457627118644,25.0,-12.608852947370112,-0.13743102229651985
5.915254237288135,25.0,-12.608852947370112,-0.13743102229651985
5.983050847457627,25.0,-12.608852947370112,-0.13743102229651985
6.0508474576271185,25.0,-12.608852947370112,-0.13743102229651985
6.118644067796611,25.0,-12.608852947370112,-0.13743102229651985
6.186440677966102,25.0,-12.608852947370112,-0.13743102229651985
6.254237288135593,25.0,-12.608852947370112,-0.13743102229651985
6.322033898305085,25.0,-12.608852947370112,-0.13743102229651985
6.389830508474576,25.0,-12.608852947370112,-0.13743102229651985
6.4576271186440675,25.0,-12.608852947370112,-0.13743102229651985
6.525423728813559,25.0,-12.608852947370112,-0.13743102229651985
6.593220338983051,25.0,-12.608852947370112,-0.13743102229651985
6.661016949152542,25.0,-12.608852947370112,-0.13743102229651985
6.728813559322034,25.0,-12.608852947370112,-0.13743102229651985
6.796610169491526,25.0,-12.608852947370112,-0.13743102229651985
6.864406779661017,25.0,-12.608852947370112,-0.13743102229651985
6.932203389830509,25.0,-12.608852947370112,-0.13743102229651985
7.0,25.0,-12.608852947370112,-0.13743102229651985
3.0,25.594368311777455,8.99064427658649,-0.13743102236939664
3.0677966101694913,25.594368311777455,8.99064427509035,-0.13743102236939664
3.135593220338983,25.594368311777455,8.990644267798098,-0.13743102236939664
3.2033898305084745,25.594368311777455,8.990644232255297,-0.13743102236939664
3.2711864406779663,25.594368311777455,8.990644059017976,-0.13743102236939664
3.3389830508474576,25.594368311777455,8.99064321465101,-0.13743102236939664
3.406779661016949,25.594368311777455,8.990639099166753,-0.1374310223693967
3.4745762711864407,25.594368311777455,8.99061904012111,-0.13743102236939686
3.542372881355932,25.594368311777455,8.990521271902326,-0.13743102236939783
3.610169491525424,25.594368311777455,8.990044757589258,-0.13743102236940244
3.6779661016949152,25.594368311777455,8.987722505236853,-0.13743102236942492
3.7457627118644066,25.594368311777455,8.976410889147534,-0.13743102236953436
3.8135593220338984,25.594368311777455,8.921446929525224,-0.13743102237006422
3.8813559322033897,25.594368311777455,8.657512688779535,-0.13743102237256316
3.9491525423728815,25.594368311777455,7.458596943566114,-0.13743102238296998
4.016949152542373,25.594368311777455,3.134523371809497,-0.1374310224076409
4.084745762711864,25.594368311777455,-4.921695592156584,-0.1374310223998862
4.152542372881356,25.594368311777455,-10.39257825673199,-0.13743102235476065
4.220338983050848,25.594368311777455,-12.093666411906899,-0.13743102233415852
4.288135593220339,25.594368311777455,-12.480266091080235,-0.1374310223290416
4.3559322033898304,25.594368311777455,-12.561343452173958,-0.1374310223279481
4.423728813559322,25.594368311777455,-12.57805371446886,-0.13743102232772184
4.491525423728813,25.594368311777455,-12.581485334137636,-0.13743102232767532
4.559322033898305,25.594368311777455,-12.582189528604435,-0.13743102232766577
4.627118644067797,25.594368311777455,-12.582334012647303,-0.13743102232766383
4.694915254237288,25.594368311777455,-12.582363656427361,-0.13743102232766344
4.762711864406779,25.594368311777455,-12.582369738400434,-0.13743102232766333
4.830508474576272,25.594368311777455,-12.582370986228739,-0.13743102232766333
4.898305084745763,25.594368311777455,-12.582371242243529,-0.13743102232766333
4.966101694915254,25.594368311777455,-12.58237129476964,-0.13743102232766333
5.033898305084746,25.594368311777455,-12.582371305546332,-0.13743102232766333
5.101694915254237,25.594368311777455,-12.582371307757366,-0.13743102232766333
5.169491525423728,25.594368311777455,-12.582371308211002,-0.13743102232766333
5.23728813559322,25.594368311777455,-12.582371308304072,-0.13743102232766333
5.305084745762712,25.594368311777455,-12.582371308323168,-0.13743102232766333
5.372881355932203,25.594368311777455,-12.582371308327085,-0.13743102232766333
5.4406779661016955,25.594368311777455,-12.58237130832789,-0.13743102232766333
5.508474576271187,25.594368311777455,-12.582371308328053,-0.13743102232766333
5.576271186440678,25.594368311777455,-12.582371308328087,-0.13743102232766333
5.6440677966101696,25.594368311777455,-12.582371308328094,-0.13743102232766333
5.711864406779661,25.594368311777455,-12.582371308328096,-0.13743102232766333
5.779661016949152,25.594368311777455,-12.582371308328096,-0.13743102232766333
5.847457627118644,25.594368311777455,-12.582371308328096,-0.13743102232766333
5.915254237288135,25.594368311777455,-12.582371308328096,-0.13743102232766333
5.983050847457627,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.0508474576271185,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.118644067796611,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.186440677966102,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.254237288135593,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.322033898305085,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.389830508474576,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.4576271186440675,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.525423728813559,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.593220338983051,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.661016949152542,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.728813559322034,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.796610169491526,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.864406779661017,25.594368311777455,-12.582371308328096,-0.13743102232766333
6.932203389830509,25.594368311777455,-12.582371308328096,-0.13743102232766333
7.0,25.594368311777455,-12.582371308328096,-0.13743102232766333
3.0,26.2028675711567,9.092384976312244,-0.1374310223802985
3.0677966101694913,26.2028675711567,9.092384974810885,-0.1374310223802985
3.135593220338983,26.2028675711567,9.092384967493192,-0.1374310223802985
3.2033898305084745,26.2028675711567,9.092384931826398,-0.1374310223802985
3.2711864406779663,26.2028675711567,9.092384757984727,-0.1374310223802985
3.3389830508474576,26.2028675711567,9.092383910672124,-0.1374310223802985
3.406779661016949,26.2028675711567,9.092379780830695,-0.13743102238029853
3.4745762711864407,26.2028675711567,9.092359651807588,-0.1374310223802987
3.542372881355932,26.2028675711567,9.09226154251714,-0.1374310223802994
3.610169491525424,26.2028675711567,9.091783365848642,-0.13743102238030283
3.6779661016949152,26.2028675711567,9.089453012147123,-0.13743102238031954
3.7457627118644066,26.2028675711567,9.078101934648323,-0.13743102238040095
3.8135593220338984,26.2028675711567,9.022946229187035,-0.13743102238079505
3.8813559322033897,26.2028675711567,8.758091234318558,-0.13743102238265406
3.9491525423728815,26.2028675711567,7.554992982840838,-0.13743102239040147
4.016949152542373,26.2028675711567,3.2158345605654395,-0.13743102240885047
4.084745762711864,26.2028675711567,-4.868489119197286,-0.13743102240357644
4.152542372881356,26.2028675711567,-10.358457362644423,-0.1374310223705774
4.220338983050848,26.2028675711567,-12.065479889682862,-0.1374310223554672
4.288135593220339,26.2028675711567,-12.453428250434845,-0.13743102235171234
4.3559322033898304,26.2028675711567,-12.53478845590026,-0.13743102235090981
4.423728813559322,26.2028675711567,-12.551557013181283,-0.13743102235074375
4.491525423728813,26.2028675711567,-12.55500060430912,-0.13743102235070961
4.559322033898305,26.2028675711567,-12.555707255410407,-0.13743102235070262
4.627118644067797,26.2028675711567,-12.555852243496547,-0.13743102235070118
4.694915254237288,26.2028675711567,-12.555881990691125,-0.1374310223507009
4.762711864406779,26.2028675711567,-12.555888093881611,-0.13743102235070082
4.830508474576272,26.2028675711567,-12.555889346063058,-0.13743102235070082
4.898305084745763,26.2028675711567,-12.555889602970975,-0.13743102235070082
4.966101694915254,26.2028675711567,-12.555889655680327,-0.13743102235070082
5.033898305084746,26.2028675711567,-12.555889666494613,-0.13743102235070082
5.101694915254237,26.2028675711567,-12.55588966871336,-0.13743102235070082
5.169491525423728,26.2028675711567,-12.555889669168579,-0.13743102235070082
5.23728813559322,26.2028675711567,-12.555889669261974,-0.13743102235070082
5.305084745762712,26.2028675711567,-12.555889669281136,-0.13743102235070082
5.372881355932203,26.2028675711567,-12.555889669285069,-0.13743102235070082
5.4406779661016955,26.2028675711567,-12.555889669285875,-0.13743102235070082
5.508474576271187,26.2028675711567,-12.555889669286039,-0.13743102235070082
5.576271186440678,26.2028675711567,-12.555889669286074,-0.13743102235070082
5.6440677966101696,26.2028675711567,-12.555889669286081,-0.13743102235070082
5.711864406779661,26.2028675711567,-12.555889669286083,-0.13743102235070082
5.779661016949152,26.2028675711567,-12.555889669286083,-0.13743102235070082
5.847457627118644,26.2028675711567,-12.555889669286083,-0.13743102235070082
5.915254237288135,26.2028675711567,-12.555889669286083,-0.13743102235070082
5.983050847457627,26.2028675711567,-12.555889669286083,-0.13743102235070082
6.0508474576271185,26.2028675711567,-12.555889669286083,-0.13743102235070082
6.118644067796611,26.2028675711567,-12.555889669286083,-0.13743102235070082
6.186440677966102,26.2028675711567,-12.555889669286083,-0.13743102235070082
6.254237288135593,26.2028675711567,-12.555889669286083,-0.13743102235070082
6.322033898305085,26.2028675711567,-12.555889669286083,-0.13743102235070082
6.389830508474576,26.2028675711567,-12.555889669286083,-0.13743102235070082
6.4576271186440675,26.2028675711567,-12.555889669286083,-0.13743102235070082
6.525423728813559,26.2028675711567,-12.555889669286083,-0.13743102235070082
6.593220338983051,26.2028675711567,-12.555889669286083,-0.13743102235070082
6.661016949152542,26.2028675711567,-12.555889669286083,-0.13743102235070082
6.728813559322034,26.2028675711567,-12.555889669286083,-0.13743102235070082
6.796610169491526,26.2028675711567,-12.555889669286083,-0.13743102235070082
