pH,ionic_strength_mM,zeta_mV_mean,zeta_mV_sd,radius_nm_mean,radius_nm_sd,n_replicates,kappa_inv_nm,V_max_kT,D_at_barrier_nm,barrier_present,stability_call,radius_outlier
4.0,10.0,-21.71666666666667,0.5173329037798896,312.90333333333336,11.511686815290501,3,3.0420573602277585,35.73052331984905,1.8544075807771752,True,stable,False
4.0,50.0,-12.42,0.741012820401914,357.07666666666665,16.934197156444508,3,1.3604494097845667,-0.7368249280580155,50.0,False,unstable,False
4.0,150.0,4.926666666666667,1.6858924441770697,8000.0,0.0,3,0.785455832957987,-30.48462267641743,50.0,False,unstable,True
5.5,10.0,-23.44333333333333,1.654881667471525,109.10666666666667,8.532697893007429,3,3.0420573602277585,17.322541522065446,1.6727235778291936,True,stable,False
5.5,50.0,-19.17,2.220292773487316,90.60333333333334,0.5918051481132363,3,1.3604494097845667,-0.06103218980454731,50.0,False,unstable,False
5.5,150.0,-19.043333333333333,0.5834666514320543,109.89333333333333,1.6171683070519665,3,0.785455832957987,-0.0926520669532797,50.0,False,unstable,False
7.0,10.0,-34.57333333333333,1.35507687358811,96.40333333333332,2.146120530942598,3,3.0420573602277585,48.555456119171694,1.0671102346692554,True,stable,False
7.0,50.0,-23.923333333333332,1.5872722933804804,95.22333333333334,4.293266045021356,3,1.3604494097845667,5.600275595982697,1.2446148716238747,True,unstable,False
7.0,150.0,-17.41,0.6986415389883428,123.69333333333333,1.011994729894052,3,0.785455832957987,-0.11811892206647377,50.0,False,unstable,False
