192	1.20
	0.000000	0.000000	0.000000
zein_blocked.pdb	-3.799501	-6.831500	-12.378501
beta_casein_frag.pdb	2.286500	-12.654000	-8.795500
-0.785398	1.301460	-0.509251	169	15	40	1045.88
-2.617994	1.413430	2.550734	169	20	30	981.35
-1.047198	1.998705	2.370472	182	32	43	978.87
-0.785398	2.164094	-2.991358	182	37	33	959.56
-0.523599	1.413347	-1.339188	174	8	42	951.81
2.356194	0.929350	-2.910676	172	26	38	945.61
-1.047198	1.869911	2.701025	184	36	38	943.85
-2.094395	1.301460	-0.509251	172	29	39	932.56
-0.523599	1.433411	-1.035986	172	9	41	931.08
-2.879793	2.343981	-1.040456	177	9	34	930.36
-2.879793	0.080730	-2.622036	174	11	42	928.17
0.785398	2.174483	2.653697	190	27	28	925.01
-2.094395	2.984978	1.954446	177	27	38	904.44
-1.047198	1.699788	2.452890	185	35	40	902.16
-1.047198	0.080730	-2.622036	179	15	43	901.41
-0.785398	0.458961	-0.107937	172	15	44	900.54
-3.141593	0.080730	-2.622036	172	13	42	892.26
-2.617994	1.218453	2.777284	169	19	34	890.18
-0.523599	1.721184	-0.153948	170	14	33	885.99
-1.047198	2.033014	2.977192	184	36	36	881.29
1.832596	1.218453	2.777284	185	15	33	871.31
-1.308997	1.247695	1.809890	169	15	36	870.81
-2.094395	0.866955	-0.931351	174	23	43	870.72
-2.617994	1.574060	2.783565	169	20	32	869.74
-3.141593	1.606104	-0.451151	167	6	31	864.48
-2.879793	2.979456	-1.009304	186	29	31	854.39
0.261799	1.872854	1.543456	174	20	45	852.02
-3.141593	2.356369	3.005869	168	17	31	851.87
-0.261799	0.906588	1.252948	179	7	40	850.18
-0.785398	2.033014	2.977192	178	30	34	845.33
-0.261799	0.290380	-0.796960	176	16	45	844.46
-0.523599	1.756530	-2.105156	178	7	40	842.36
2.356194	1.554776	0.100351	162	18	36	841.80
-0.523599	1.310100	1.488307	175	6	35	840.66
-0.785398	1.909857	-0.381669	167	13	30	840.41
-2.094395	0.914445	2.687814	166	17	38	840.36
-3.141593	1.247695	1.809890	184	24	37	839.80
2.617994	2.760637	2.781135	169	21	30	838.92
-1.570796	0.618092	2.539118	170	9	37	838.20
-0.785398	2.041297	-2.664597	185	37	29	835.15
-0.785398	2.349581	-2.702517	185	36	33	834.50
0.000000	1.128190	-2.288622	187	15	45	833.26
-1.570796	0.850607	-1.335383	172	17	42	830.60
-1.047198	2.349581	-2.702517	179	5	35	829.50
-0.523599	0.458961	-0.107937	172	14	45	829.16
-1.832596	1.413347	-1.339188	167	21	36	828.10
-2.356194	2.984978	1.954446	180	28	39	827.01
-0.261799	1.545873	-1.877082	180	10	43	826.96
-1.308997	1.998705	2.370472	185	32	43	824.87
1.308997	1.256302	0.062705	182	5	32	821.96
-0.785398	0.700570	1.559208	176	12	42	820.42
-1.832596	0.850607	-1.335383	172	19	42	819.98
0.261799	1.904882	-1.478089	180	4	35	819.53
-2.094395	0.419640	2.974122	171	12	41	819.35
2.617994	1.050534	3.042579	173	27	35	819.06
0.261799	1.998705	2.370472	166	19	39	816.70
1.570796	2.379497	0.561089	184	21	42	814.29
1.047198	2.356369	3.005869	189	26	30	812.44
-0.785398	2.033014	2.977192	180	37	36	812.40
0.261799	0.080730	-2.622036	184	17	46	811.88
1.832596	1.128190	-2.288622	176	24	44	810.84
2.094395	2.104282	-0.813972	1	11	40	810.53
2.617994	2.174483	2.653697	169	21	27	808.46
1.308997	2.979456	-1.009304	174	28	36	808.17
0.000000	1.977582	0.969896	183	20	47	806.87
-1.047198	2.174483	2.653697	181	34	41	806.87
-0.261799	2.588535	-2.976617	173	25	30	806.70
0.000000	2.456751	-1.503343	187	24	32	806.55
-0.785398	2.356369	3.005869	177	29	35	805.83
-1.832596	0.618092	2.539118	168	12	38	804.22
0.000000	1.504028	0.636812	183	14	37	802.77
-2.617994	2.356369	3.005869	170	9	30	802.18
1.308997	0.961715	0.014085	181	5	34	801.71
0.261799	1.448123	-2.163292	187	12	44	800.64
-2.617994	1.998705	2.370472	0	18	38	800.40
-1.047198	1.569311	-3.003978	174	6	36	800.28
-0.523599	2.115563	0.685730	186	15	45	798.48
0.523599	2.089241	-0.114193	191	29	41	796.15
-1.047198	1.766067	2.153843	185	32	44	794.91
-2.094395	1.699788	2.452890	171	24	31	794.81
1.570796	0.762244	-0.273349	182	7	37	794.26
2.094395	2.174483	2.653697	173	26	26	794.15
2.879793	0.700570	1.559208	183	19	39	794.11
-1.832596	0.615174	-0.666022	176	21	45	792.86
0.523599	1.555207	1.708892	169	21	41	792.70
0.261799	2.299159	2.264663	168	15	41	792.13
-0.523599	1.440580	2.260026	176	11	35	791.78
0.785398	1.194549	-0.801900	173	11	42	791.69
-1.308997	1.450119	-2.739050	168	6	35	790.92
2.617994	0.418037	1.360082	190	28	46	790.88
2.094395	0.929350	-2.910676	173	28	38	790.61
0.000000	2.138223	1.678323	173	18	45	790.53
-1.047198	0.906588	1.252948	166	9	34	789.83
1.832596	2.180315	-1.357379	0	16	43	788.63
1.047198	0.290380	-0.796960	175	12	44	787.42
-1.047198	1.014500	0.906702	165	11	34	787.37
-1.570796	0.866955	-0.931351	172	18	42	786.97
-2.094395	0.379747	-1.713059	175	18	41	786.81
1.047198	2.115563	0.685730	183	20	43	785.91
2.879793	1.836682	-0.676006	165	10	31	785.52
0.000000	1.617114	-1.572037	178	9	42	783.31
-2.356194	0.733948	3.021411	169	18	42	783.17
-0.523599	2.180315	-1.357379	170	9	35	782.75
-0.523599	0.910508	1.903534	181	28	36	782.67
-1.047198	0.709924	0.218797	168	15	41	782.25
-1.047198	2.073035	2.027405	181	28	47	781.68
0.000000	1.374601	-2.456031	188	12	43	781.66
-2.356194	0.762244	-0.273349	177	26	43	781.52
-1.047198	0.591903	2.010408	176	16	44	781.11
1.832596	2.180315	-1.357379	0	17	43	781.04
2.879793	2.760637	2.781135	168	17	29	780.96
0.000000	1.599406	1.426070	179	16	38	780.61
0.000000	1.545873	-1.877082	182	10	43	780.05
-0.261799	2.108018	1.311430	179	18	47	779.72
-2.094395	1.194549	-0.801900	172	27	41	779.56
-3.141593	2.588535	-2.976617	170	22	35	779.28
-1.308997	0.571433	-1.188419	176	16	45	778.89
2.356194	0.379747	-1.713059	177	14	45	778.75
-0.523599	2.247462	0.191623	186	13	38	778.63
-2.094395	0.618092	2.539118	168	16	40	778.59
0.000000	1.448123	-2.163292	185	11	43	778.20
-0.523599	1.982574	-1.115518	171	5	32	778.19
-1.047198	0.674054	1.013609	167	11	38	777.78
1.570796	1.134497	-1.109631	178	10	44	777.31
0.261799	1.504028	0.636812	183	14	36	776.78
-0.261799	2.295480	1.008277	182	14	47	776.16
-2.356194	2.637879	2.121598	184	26	40	775.89
1.047198	1.433411	-1.035986	176	10	42	775.72
0.523599	1.506530	1.988858	166	20	38	775.07
-3.141593	0.906588	1.252948	183	26	41	774.43
-1.570796	1.134497	-1.109631	169	18	40	774.04
1.308997	1.256302	0.062705	182	6	33	773.30
-1.570796	1.301460	-0.509251	168	26	40	773.19
-0.523599	1.732874	-0.951685	171	7	36	772.90
-2.356194	0.419640	2.974122	170	15	42	772.75
0.261799	2.180315	-1.357379	186	25	31	772.64
-1.832596	0.864993	2.278281	165	15	36	772.31
-0.523599	2.588535	-2.976617	175	28	33	771.84
-0.523599	1.433411	-1.035986	173	9	41	770.89
1.570796	1.135834	-1.431087	177	14	44	770.67
-1.832596	1.194549	-0.801900	170	24	41	770.65
